,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0,  0x7280,1.53125,0.8,1.09375,0.7878787879,0.7878787879,1.53125,,,
/usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0,  0x7280,1.53125,0.8,1.09375,0.7878787879,0.7878787879,1.53125,1.09375,,
/usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0,  0x7480,0.0322580645,0.0294117647,0.0322580645,0.0303030303,0.1935483871,0.1935483871,,,
,,,,,,,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0,  0xa7c0,0.25,0.2424242424,0.6470588235,0.3243243243,0.2258064516,0.6470588235,,,
/usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0,  0xaac0,24.5588235294,29.4,24.5294117647,24.7058823529,23.4857142857,29.4,,,
/usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0,  0xabc0,35.5806451613,35.5757575758,32.1515151515,35.6129032258,32.2424242424,32.1515151515,,,
/usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0,  0xabc0,35.5806451613,35.5757575758,32.1515151515,35.6129032258,32.2424242424,32.1515151515,32.2424242424,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0,  0xb080,0.4516129032,0.6060606061,0.6060606061,0.375,0.6176470588,0.375,,,
/usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0,  0xb3c0,14.3529411765,14.75,14.6470588235,16.3225806452,14.5882352941,16.3225806452,,,
/usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0,  0xb6c0,1.4482758621,1.0588235294,1.4242424242,1.303030303,1.4375,1.0588235294,,,
/usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0,  0xc900,0.0294117647,0,0.1142857143,0.0333333333,0.0294117647,0.1142857143,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1,  0xfe40,0.90625,0.9428571429,0.96875,0.9677419355,0.9677419355,0.90625,,,
/usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1,  0xfe40,0.90625,0.9428571429,0.96875,0.9677419355,0.9677419355,0.90625,0.9428571429,,
/usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1, 0x10f00,1.1515151515,0.9677419355,1.1515151515,1.0303030303,1.15625,0.9677419355,,,
/usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1, 0x10f00,1.1515151515,0.9677419355,1.1515151515,1.0303030303,1.15625,0.9677419355,1.0303030303,,
/usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1, 0x1ebc0,0.3142857143,0.9677419355,0.6285714286,0.6,0.6129032258,0.3142857143,,,
/usr/lib/x86_64-linux-gnu/libfreetype.so.6.11.1, 0x1ebc0,0.3142857143,0.9677419355,0.6285714286,0.6,0.6129032258,0.3142857143,0.9677419355,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0x9900,0.0322580645,0.03125,0.0333333333,0,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0x9a80,0.03125,0,0.0285714286,0.0322580645,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0x9fc0,2.25,2.2424242424,2.21875,1.5714285714,2.935483871,1.5714285714,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0x9fc0,2.25,2.2424242424,2.21875,1.5714285714,2.935483871,1.5714285714,2.935483871,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xa480,1.34375,0.6,0.625,2.0967741935,0.6176470588,1.34375,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xa480,1.34375,0.6,0.625,2.0967741935,0.6176470588,1.34375,2.0967741935,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xa580,0.8787878788,0.2258064516,0.1515151515,0.1875,0.2058823529,0.8787878788,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xa600,0.1212121212,0.1333333333,0.1944444444,0.5454545455,0.1428571429,0.5454545455,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xa680,0.0606060606,0.0303030303,0.09375,0.0294117647,0.0322580645,0.09375,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xa740,0.2121212121,0.1764705882,0.1764705882,0.3939393939,0.1666666667,0.3939393939,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xa840,0.3793103448,0.1470588235,0.15625,0.1515151515,0.125,0.3793103448,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xa980,0.0294117647,0.0322580645,0.0606060606,0.1666666667,0.0333333333,0.1666666667,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xaa40,0.0322580645,0.1333333333,0.0303030303,0.03125,0.03125,0.1333333333,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xaa80,0,0.1290322581,0.1290322581,0.125,0.1212121212,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xac80,0.1515151515,0.2424242424,0.1612903226,0.1515151515,0.15625,0.2424242424,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xb480,0.09375,0.125,0.1515151515,0.0909090909,0.0909090909,0.1515151515,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xb780,0.125,0.1212121212,0.125,0.2,0.1176470588,0.2,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xbdc0,0.0294117647,0.0882352941,0.0625,0.0303030303,0.0303030303,0.0882352941,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xbdc0,0.0294117647,0.0882352941,0.0625,0.0303030303,0.0303030303,0.0882352941,0.0625,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xbe00,0.03125,0.064516129,0.0277777778,0.0322580645,0.03125,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xbe80,0.0625,0.0606060606,0.0303030303,0.0294117647,0.0303030303,0.0625,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xbe80,0.0625,0.0606060606,0.0303030303,0.0294117647,0.0303030303,0.0625,0.0606060606,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xc040,0,0.0322580645,0,0.0303030303,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xc040,0,0.0322580645,0,0.0303030303,0.03125,0,0,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xc100,0.064516129,0.0322580645,0.064516129,0.0303030303,0.0322580645,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xc100,0.064516129,0.0322580645,0.064516129,0.0303030303,0.0322580645,0.064516129,0.064516129,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xc140,0.0606060606,0.0303030303,0.0333333333,0.0322580645,0,0,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xc180,0.1212121212,0.0322580645,0.0294117647,0.0322580645,0.03125,0.1212121212,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xc200,0.0303030303,0,0.0333333333,0.0303030303,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xc240,0,0.0303030303,0.0294117647,0.0625,0.0285714286,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2,  0xc240,0,0.0303030303,0.0294117647,0.0625,0.0285714286,0,0.0625,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x18180,0.0606060606,0.0606060606,0.1290322581,0.03125,0.064516129,0.1290322581,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x230c0,0.4375,0.3714285714,0.375,0.8484848485,0.3870967742,0.8484848485,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x29ac0,0.0588235294,0.0606060606,0.0555555556,0.03125,0.0588235294,0.03125,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x29b00,0.0322580645,0.0333333333,0.0303030303,0.0322580645,0.0606060606,0.0606060606,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x4a300,0,0.0294117647,0.0322580645,0.0322580645,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x4a380,0.0303030303,0.0322580645,0.064516129,0.0294117647,0.03125,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x4a3c0,0,0.0303030303,0.03125,0.0625,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x4a3c0,0,0.0303030303,0.03125,0.0625,0.0322580645,0,0.0625,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x4a400,0,0.0588235294,0.0322580645,0.0322580645,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x54d00,0.3939393939,0.3939393939,0.625,0.40625,0.5454545455,0.625,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x54d80,0.125,0.0882352941,0.2258064516,0.1290322581,0.1212121212,0.2258064516,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x55900,0.125,0.1290322581,0,0.125,0.1212121212,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x55c80,0.1,0.03125,0.03125,0.0606060606,0.0294117647,0.1,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x55c80,0.1,0.03125,0.03125,0.0606060606,0.0294117647,0.1,0.0606060606,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x55fc0,0.0625,0.0625,0.0294117647,0.0303030303,0.03125,0.0625,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x55fc0,0.0625,0.0625,0.0294117647,0.0303030303,0.03125,0.0625,0.0625,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56000,0.0322580645,0.0909090909,0.0322580645,0.03125,0.0294117647,0.0909090909,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56040,0.0322580645,0.0285714286,0.1212121212,0.0303030303,0.0967741935,0.1212121212,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56040,0.0322580645,0.0285714286,0.1212121212,0.0303030303,0.0967741935,0.1212121212,0.0967741935,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56100,0,0.03125,0.0571428571,0.03125,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56100,0,0.03125,0.0571428571,0.03125,0.0322580645,0,0.0571428571,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x561c0,0,0.0909090909,0.0909090909,0.0967741935,0.0588235294,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x562c0,0.09375,0.09375,0.0882352941,0.0882352941,0.1875,0.1875,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56380,0.1176470588,0.0909090909,0.0588235294,0.0625,0.0606060606,0.1176470588,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x564c0,0,0.0303030303,0.0322580645,0.0294117647,0.0277777778,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56500,0.03125,0.0303030303,0.064516129,0.0571428571,0.0322580645,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56680,0.0303030303,0.0588235294,0.0625,0.03125,0.0303030303,0.0588235294,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56680,0.0303030303,0.0588235294,0.0625,0.03125,0.0303030303,0.0588235294,0.0625,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56780,0.0303030303,0.03125,0.0625,0.0303030303,0.0285714286,0.0625,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x56b80,0.1333333333,0.3448275862,0.1428571429,0.1612903226,0.1515151515,0.3448275862,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x57980,1.4516129032,1.5882352941,1.8787878788,1.4411764706,1.46875,1.8787878788,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x57d80,0.09375,0.2121212121,0.0967741935,0.0909090909,0.0606060606,0.2121212121,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x57e00,0.0303030303,0.0606060606,0.0322580645,0.0285714286,0.0294117647,0.0606060606,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x57e40,0,0.0303030303,0.0303030303,0.03125,0.0588235294,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x57e40,0,0.0303030303,0.0303030303,0.03125,0.0588235294,0,0.0588235294,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x57e80,0,0.03125,0.0294117647,0.0303030303,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x580c0,0.0625,0.064516129,0.0333333333,0.0294117647,0.064516129,0.0294117647,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58140,0.0625,0.0625,0.0588235294,0.0967741935,0.1176470588,0.1176470588,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x582c0,0,0.0588235294,0.0606060606,0.0882352941,0.0625,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58380,0.0294117647,0.0322580645,0,0.03125,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58500,0,0.0344827586,0.0303030303,0.0303030303,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58540,0.064516129,0.0333333333,0.03125,0.03125,0.0294117647,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58580,0.03125,0.03125,0.0303030303,0.0294117647,0,0,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58640,0,0.03125,0.0303030303,0,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58640,0,0.03125,0.0303030303,0,0.0303030303,0,0,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58680,0,0,0.03125,0.0322580645,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58680,0,0,0.03125,0.0322580645,0.0322580645,0,0,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58b80,0,0.03125,0,0.03125,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58b80,0,0.03125,0,0.03125,0.0303030303,0,0,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58c00,0.03125,0.0294117647,0.064516129,0.03125,0,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58c00,0.03125,0.0294117647,0.064516129,0.03125,0,0.064516129,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58c40,0.0303030303,0.03125,0.0303030303,0.0322580645,0,0,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x58f40,0.0303030303,0.0333333333,0.03125,0.03125,0,0,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x59040,0.0606060606,0.064516129,0.0909090909,0.1290322581,0.0625,0.1290322581,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x591c0,0.0322580645,0.0294117647,0.0322580645,0,0.0333333333,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x59200,0.03125,0.0322580645,0.03125,0,0,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x59200,0.03125,0.0322580645,0.03125,0,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5a0c0,0.0606060606,0.0606060606,0.0588235294,0.0689655172,0.0303030303,0.0303030303,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5a100,0,0.03125,0.0303030303,0.03125,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5a140,0.09375,0.03125,0.0322580645,0.0606060606,0.03125,0.09375,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5a140,0.09375,0.03125,0.0322580645,0.0606060606,0.03125,0.09375,0.0606060606,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5a1c0,0.0303030303,0.0294117647,0.0322580645,0.03125,0.0588235294,0.0588235294,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5a280,0.0303030303,0.0285714286,0.0322580645,0.0322580645,0.0625,0.0625,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5a300,0,0.03125,0.0322580645,0.0322580645,0.0294117647,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5a340,0,0.03125,0.03125,0.0294117647,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5a380,0,0.03125,0.0303030303,0.0303030303,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b140,0,0,0.03125,0.0303030303,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b140,0,0,0.03125,0.0303030303,0.0322580645,0,0,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b240,0,0.0322580645,0.03125,0.0303030303,0,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b240,0,0.0322580645,0.03125,0.0303030303,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b500,0.0294117647,0,0.0303030303,0,0.0294117647,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b500,0.0294117647,0,0.0303030303,0,0.0294117647,0,0,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b540,0.0322580645,0.0303030303,0.0303030303,0.03125,0,0,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b780,0.0625,0.09375,0.0588235294,0.0625,0.0606060606,0.09375,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b880,0.0322580645,0.03125,0.0606060606,0.03125,0.0606060606,0.0606060606,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b880,0.0322580645,0.03125,0.0606060606,0.03125,0.0606060606,0.0606060606,0.0606060606,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b980,0.0588235294,0.1,0.0625,0.0606060606,0.0606060606,0.1,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5b9c0,0.0606060606,0.0588235294,0,0.0689655172,0.0625,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5c4c0,0.2903225806,0.2941176471,0.21875,0.3125,0.2903225806,0.21875,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5c580,0.3939393939,0.3939393939,0.4,0.5161290323,0.25,0.5161290323,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5c580,0.3939393939,0.3939393939,0.4,0.5161290323,0.25,0.5161290323,0.25,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5c7c0,0.2857142857,0.1,0.2903225806,0.2903225806,0.0967741935,0.1,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5c7c0,0.2857142857,0.1,0.2903225806,0.2903225806,0.0967741935,0.1,0.0967741935,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5ca00,0.0303030303,0.03125,0,0.03125,0,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5ca00,0.0303030303,0.03125,0,0.03125,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5d6c0,1.2121212121,2.3225806452,1.2121212121,1.2258064516,1.6875,2.3225806452,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5d6c0,1.2121212121,2.3225806452,1.2121212121,1.2258064516,1.6875,2.3225806452,1.6875,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5e280,0.0606060606,0.0625,0.064516129,0.0294117647,0.0967741935,0.0294117647,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5e280,0.0606060606,0.0625,0.064516129,0.0294117647,0.0967741935,0.0294117647,0.0967741935,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5f140,0.0882352941,0.1764705882,0.2727272727,0.09375,0.0967741935,0.2727272727,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5f940,0.0967741935,0.0967741935,0.1515151515,0.09375,0.0606060606,0.1515151515,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5f9c0,0,0.064516129,0.0625,0.064516129,0,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5f9c0,0,0.064516129,0.0625,0.064516129,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5fa00,0.064516129,0.03125,0,0.0303030303,0.0285714286,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x5fa00,0.064516129,0.03125,0,0.0303030303,0.0285714286,0.064516129,0,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x60040,1.5483870968,0.8,1.2580645161,0.8235294118,0.8064516129,1.5483870968,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x60040,1.5483870968,0.8,1.2580645161,0.8235294118,0.8064516129,1.5483870968,1.2580645161,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x600c0,0.9117647059,1.0303030303,1.2647058824,1.0303030303,1.03125,0.9117647059,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x600c0,0.9117647059,1.0303030303,1.2647058824,1.0303030303,1.03125,0.9117647059,1.2647058824,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x60dc0,0.03125,0.0882352941,0.0909090909,0.0967741935,0.0857142857,0.03125,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x61080,0.1212121212,0.0294117647,0.0322580645,0.0285714286,0.03125,0.1212121212,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x61880,0.8387096774,0.7714285714,1.1818181818,0.78125,0.7714285714,1.1818181818,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x61d00,5.5483870968,6.3333333333,5.5,5.5151515152,7.0967741935,6.3333333333,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x61d00,5.5483870968,6.3333333333,5.5,5.5151515152,7.0967741935,6.3333333333,7.0967741935,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x64380,0.0606060606,0.0294117647,0.0625,0.03125,0.0606060606,0.0294117647,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x64380,0.0606060606,0.0294117647,0.0625,0.03125,0.0606060606,0.0294117647,0.03125,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x64480,0.0285714286,0,0,0.0294117647,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x64480,0.0285714286,0,0,0.0294117647,0.0303030303,0,0,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x649c0,0.0909090909,0.0909090909,0.1935483871,0.0882352941,0.0606060606,0.1935483871,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x64ac0,0.0303030303,0,0,0.03125,0.0294117647,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x64ac0,0.0303030303,0,0,0.03125,0.0294117647,0,0,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x70a80,25.0714285714,12.0606060606,12.1875,16.7878787879,12.53125,25.0714285714,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x70b40,12.2941176471,17,12.78125,12.9090909091,12.625,17,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x76100,0.0882352941,0.1935483871,0.0606060606,0.0909090909,0.0909090909,0.1935483871,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x76180,0.125,0.1290322581,0.2424242424,0.1290322581,0.1176470588,0.2424242424,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x76240,0,0.15625,0.1666666667,0.1612903226,0.1724137931,0,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x76280,0.3225806452,0.1612903226,0.1666666667,0.1515151515,0.125,0.3225806452,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x763c0,0.03125,0.0571428571,0.0333333333,0.0303030303,0.0322580645,0.0571428571,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x90740,0.2,0.0967741935,0.15625,0.0909090909,0.09375,0.2,,,
