,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libpixman-1.so.0.30.2, 0x90b40,0.125,0.2121212121,0.09375,0.09375,0.0882352941,0.2121212121,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0x7640,0.1176470588,0.1212121212,0.0625,0.064516129,0.1212121212,0.0625,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0x7640,0.1176470588,0.1212121212,0.0625,0.064516129,0.1212121212,0.0625,0.064516129,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0x7680,0.0909090909,0.0588235294,0.09375,0.0909090909,0,0,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0x76c0,0.0294117647,0.0303030303,0.0625,0.0303030303,0.0555555556,0.0625,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0x76c0,0.0294117647,0.0303030303,0.0625,0.0303030303,0.0555555556,0.0625,0.0555555556,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0x8940,0.0303030303,0.03125,0.0303030303,0.0322580645,0.0571428571,0.0571428571,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0x9e40,0.0606060606,0.064516129,0,0.15625,0.064516129,0,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0x9e40,0.0606060606,0.064516129,0,0.15625,0.064516129,0,0.15625,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0xca40,0.0322580645,0,0.0357142857,0.0322580645,0.09375,0.09375,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0xca80,0.03125,0.0303030303,0,0.03125,0,0,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0xca80,0.03125,0.0303030303,0,0.03125,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libXext.so.6.4.0,  0xcd00,1.2058823529,1.7333333333,0.9393939394,1.25,1.2258064516,1.7333333333,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0xb40,0.2258064516,0.2424242424,0.1081081081,0.2121212121,0.21875,0.1081081081,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0xcc0,0.0606060606,0.064516129,0,0,0.0606060606,0,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0xcc0,0.0606060606,0.064516129,0,0,0.0606060606,0,0,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0xf00,0,0.0625,0.0625,0.0666666667,0.0967741935,0,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0xf80,0.064516129,0.0606060606,0.0967741935,0.0303030303,0.0625,0.0967741935,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0xf80,0.064516129,0.0606060606,0.0967741935,0.0303030303,0.0625,0.0967741935,0.0303030303,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,  0x1200,0.0909090909,0.0606060606,0.09375,0.1470588235,0.0909090909,0.1470588235,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,  0x1280,0.0588235294,0.0303030303,0.0606060606,0.0303030303,0.0606060606,0.0303030303,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,  0x1280,0.0588235294,0.0303030303,0.0606060606,0.0303030303,0.0606060606,0.0303030303,0.0303030303,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,  0x1540,0.03125,0.0322580645,0.0303030303,0,0.0625,0,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,  0x1540,0.03125,0.0322580645,0.0303030303,0,0.0625,0,0.0625,,
,,,,,,,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0x100,0.1935483871,0.0909090909,0.1875,0.1875,0.1428571429,0.0909090909,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0x300,0.0333333333,0.0322580645,0.0322580645,0,0.0625,0,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0x300,0.0333333333,0.0322580645,0.0322580645,0,0.0625,0,0.0625,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0x500,0.0303030303,0.0294117647,0.0322580645,0.0606060606,0,0.0606060606,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0x500,0.0303030303,0.0294117647,0.0322580645,0.0606060606,0,0.0606060606,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0x540,0.0303030303,0.03125,0.0303030303,0,0.0666666667,0,,,
/usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0,   0x540,0.0303030303,0.03125,0.0303030303,0,0.0666666667,0,0.0666666667,,
,,,,,,,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0,  0x6c00,0.1290322581,0.0588235294,0.0625,0,0.0666666667,0.1290322581,,,
/usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0,  0x6c00,0.1290322581,0.0588235294,0.0625,0,0.0666666667,0.1290322581,0,,
/usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0, 0x1b4c0,0.09375,0.09375,0.03125,0.0625,0.0909090909,0.03125,,,
/usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0, 0x1b540,0.1764705882,0.125,0.03125,0.03125,0.0322580645,0.1764705882,,,
/usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0, 0x1b540,0.1764705882,0.125,0.03125,0.03125,0.0322580645,0.1764705882,0.125,,
/usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0, 0x1c9c0,1.53125,1.5333333333,1.3823529412,1.7272727273,1.53125,1.3823529412,,,
/usr/lib/x86_64-linux-gnu/libfontconfig.so.1.8.0, 0x1c9c0,1.53125,1.5333333333,1.3823529412,1.7272727273,1.53125,1.3823529412,1.7272727273,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,   0xc80,0.0714285714,0,0.2068965517,0.0625,0.064516129,0.2068965517,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x1040,0.0285714286,0,0,0.0303030303,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x1040,0.0285714286,0,0,0.0303030303,0.0303030303,0,0,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x46c0,0.09375,0.0322580645,0.0294117647,0.0909090909,0.0285714286,0.09375,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x46c0,0.09375,0.0322580645,0.0294117647,0.0909090909,0.0285714286,0.09375,0.0909090909,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x5200,0.3793103448,0.3939393939,0.3793103448,0.3823529412,0.5806451613,0.5806451613,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x5880,0.2941176471,0.303030303,0.4375,0.2903225806,0.2285714286,0.4375,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x5e80,0.2647058824,0.2580645161,0.2647058824,0.3870967742,0.303030303,0.3870967742,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x5fc0,0.1333333333,0.1515151515,0.3125,0.1470588235,0.1612903226,0.3125,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x6300,0.064516129,0.0588235294,0.1,0,0.0606060606,0,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x6d80,4.9090909091,4.9705882353,6.0322580645,4.8235294118,4.875,6.0322580645,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x7280,3.5,3.1470588235,3.3939393939,3.1470588235,3.1666666667,3.5,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x7300,1.2647058824,0.7352941176,1.28125,1.3333333333,1.2333333333,0.7352941176,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x7ac0,0.4838709677,0.4857142857,1.064516129,0.5151515152,0.3939393939,1.064516129,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x8c00,0.0625,0.0606060606,0,0.0606060606,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x8c00,0.0625,0.0606060606,0,0.0606060606,0.0303030303,0,0.0303030303,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x9500,1.6129032258,1.6,1.6,1.6774193548,1.3333333333,1.3333333333,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0x9e80,1.0689655172,1.0625,1.0606060606,1.1515151515,1.0625,1.1515151515,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0xa2c0,2.4375,2.4411764706,2.4411764706,2.8787878788,2.6764705882,2.8787878788,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0xa2c0,2.4375,2.4411764706,2.4411764706,2.8787878788,2.6764705882,2.8787878788,2.6764705882,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0xa6c0,0.03125,0.03125,0,0.0303030303,0,0,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0xa6c0,0.03125,0.03125,0,0.0303030303,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0xc040,0.03125,0.0294117647,0.0294117647,0.0606060606,0.0303030303,0.0606060606,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0xf480,1.5,1.303030303,1.5161290323,1.2903225806,1.2941176471,1.5,,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0xf480,1.5,1.303030303,1.5161290323,1.2903225806,1.2941176471,1.5,1.5161290323,,
/usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.3600.3,  0xf880,1.3823529412,1.3666666667,1.3125,1.625,1.3548387097,1.625,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libXfixes.so.3.1.0,  0x1640,0,0.03125,0,0.0322580645,0.0333333333,0,,,
/usr/lib/x86_64-linux-gnu/libXfixes.so.3.1.0,  0x1640,0,0.03125,0,0.0322580645,0.0333333333,0,0,,
/usr/lib/x86_64-linux-gnu/libXfixes.so.3.1.0,  0x3700,0,0.2413793103,0.2285714286,0.25,0.3333333333,0,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libXi.so.6.1.0,  0x2240,0.7352941176,0.7272727273,0.8125,0.75,1.0967741935,1.0967741935,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libXi.so.6.1.0,  0x6d40,2.75,2.3125,2.2,2.71875,2.7352941176,2.2,,,
/usr/lib/x86_64-linux-gnu/libXi.so.6.1.0,  0x96c0,0.3823529412,0.3548387097,0.3636363636,0.3529411765,0.6333333333,0.6333333333,,,
,,,,,,,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libxml2.so.2.9.1,0x12d740,0.03125,0.0322580645,0,0.0322580645,0,0,,,
/usr/lib/x86_64-linux-gnu/libxml2.so.2.9.1,0x12d740,0.03125,0.0322580645,0,0.0322580645,0,0,0,,
,,,,,,,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x3040,0.0625,0.0294117647,0.0625,0.0666666667,0.0606060606,0.0294117647,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x3240,0.0625,0.0588235294,0.0606060606,0.0606060606,0.0333333333,0.0333333333,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x36c0,0.03125,0.0303030303,0.0303030303,0,0.0571428571,0,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x36c0,0.03125,0.0303030303,0.0303030303,0,0.0571428571,0,0.0571428571,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x3800,0.0303030303,0.03125,0,0.0294117647,0,0,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x3800,0.0303030303,0.03125,0,0.0294117647,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x43c0,1.6764705882,2.0625,1.7058823529,1.7272727273,1,1,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x5680,0.03125,0.0333333333,0.0588235294,0,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x5ec0,0.0625,0.0303030303,0.0625,0,0.0606060606,0.0303030303,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x5ec0,0.0625,0.0303030303,0.0625,0,0.0606060606,0.0303030303,0,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x5f00,0.0588235294,0,0.0606060606,0.03125,0.0571428571,0,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x6400,2.8484848485,2.8333333333,2.8181818182,2.9655172414,2.6060606061,2.6060606061,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x6b80,0.1818181818,0.2647058824,0.1875,0.1875,0.3225806452,0.3225806452,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x7880,0.25,0.2571428571,0.2580645161,0.1818181818,0.4333333333,0.4333333333,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x8240,0.125,0.1212121212,0.2,0.2285714286,0.125,0.2,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x8240,0.125,0.1212121212,0.2,0.2285714286,0.125,0.2,0.2285714286,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x91c0,0.8823529412,0.5454545455,0.8787878788,0.9375,0.8823529412,0.5454545455,,,
/usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.3600.3,  0x91c0,0.8823529412,0.5454545455,0.8787878788,0.9375,0.8823529412,0.5454545455,0.9375,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/lib/x86_64-linux-gnu/libc-2.19.so,   0x2c0,0,0,0,1.7586206897,0,1.7586206897,,,
/lib/x86_64-linux-gnu/libc-2.19.so,  0x3700,0,0,0,1.09375,0,1.09375,,,
/lib/x86_64-linux-gnu/libc-2.19.so,  0x6b40,0,0,0,0.9032258065,0,0.9032258065,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x10800,0,0,0,0.4705882353,0,0.4705882353,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x17080,0,0,0,1,0,1,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x1f880,0.9117647059,0.90625,0.9375,1,0.9090909091,1,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x2fd40,0.0606060606,0.064516129,0.0967741935,0.0606060606,0,0,,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x302c0,0.0588235294,0,0.0294117647,0.03125,0.0322580645,0.0588235294,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x302c0,0.0588235294,0,0.0294117647,0.03125,0.0322580645,0.0588235294,0,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x30780,0.65625,0.4848484848,0.6451612903,0.65625,0.4411764706,0.4411764706,,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x30980,1.1764705882,1.5806451613,1.5294117647,1.5483870968,1.5588235294,1.1764705882,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x31500,1.1290322581,1.1515151515,1.2580645161,1.125,1.1290322581,1.2580645161,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x32000,1.9375,1.9375,1.7941176471,1.8285714286,1.935483871,1.7941176471,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x32000,1.9375,1.9375,1.7941176471,1.8285714286,1.935483871,1.7941176471,1.8285714286,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x32480,0.3636363636,0.53125,0.3548387097,0.3529411765,0.28125,0.53125,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x32500,0.1935483871,0.0303030303,0.0666666667,0.0588235294,0.0588235294,0.1935483871,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x36180,0,0.0322580645,0.03125,0.0666666667,0.0294117647,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x36180,0,0.0322580645,0.03125,0.0666666667,0.0294117647,0,0.0666666667,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x361c0,0.0322580645,0.0294117647,0.0294117647,0.0606060606,0.03125,0.0606060606,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x36a00,0.90625,1.1428571429,0.9032258065,1.1470588235,0.8928571429,1.1428571429,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x36a00,0.90625,1.1428571429,0.9032258065,1.1470588235,0.8928571429,1.1428571429,1.1470588235,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x36b00,0.1290322581,0.21875,0.1290322581,0.125,0.1764705882,0.21875,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x36b80,0.0909090909,0.0303030303,0.064516129,0.0285714286,0.03125,0.0909090909,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x36c40,0.0294117647,0,0.0303030303,0.125,0.0303030303,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x36c40,0.0294117647,0,0.0303030303,0.125,0.0303030303,0,0.125,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x38700,0.0303030303,0.0294117647,0.064516129,0.0294117647,0.0322580645,0.064516129,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x38840,0,0.0303030303,0,0.0322580645,0.0303030303,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x38840,0,0.0303030303,0,0.0322580645,0.0303030303,0,0,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x38900,0.0588235294,0.1212121212,0.0833333333,0.0625,0.0625,0.1212121212,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x38a00,0.0606060606,0.0882352941,0.1290322581,0.064516129,0.0606060606,0.1290322581,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x38b80,0.1290322581,0.0606060606,0.0571428571,0.0606060606,0.0909090909,0.1290322581,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x38f00,0.03125,0.0303030303,0.03125,0,0.0294117647,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x39180,0.0303030303,0.0625,0.0588235294,0.0606060606,0.0606060606,0.0303030303,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x39d40,0.0606060606,0.0303030303,0.0571428571,0.064516129,0.0588235294,0.0303030303,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x39e00,0.0294117647,0.0666666667,0.03125,0.0333333333,0,0.0666666667,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x39e00,0.0294117647,0.0666666667,0.03125,0.0333333333,0,0.0666666667,0,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x39e40,0.0294117647,0.0606060606,0.03125,0.0294117647,0.0333333333,0.0606060606,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b100,0,0.6333333333,0.6285714286,0.6666666667,0.4848484848,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b140,0,0.53125,0.5882352941,0.8064516129,0.5588235294,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b280,0.09375,0.0857142857,0.0967741935,0.25,0.0606060606,0.25,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b2c0,0.3939393939,0.3823529412,0.3870967742,0.7941176471,0.4666666667,0.7941176471,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b380,0.2941176471,0.3,0.303030303,0.65625,0.25,0.65625,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b4c0,1.21875,0.9393939394,2.5714285714,1.0909090909,1.15625,2.5714285714,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b600,2.6764705882,1.1612903226,1.1176470588,1.3571428571,1.1290322581,2.6764705882,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b680,1.125,1.1290322581,1.0967741935,1.1290322581,2.6666666667,2.6666666667,,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b740,0,1.0606060606,1.09375,1.0303030303,1.1,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3b840,2.1538461538,2.0571428571,2.6333333333,2.0625,2.0857142857,2.6333333333,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3c140,0.0303030303,0.0344827586,0.0882352941,0.0303030303,0.0967741935,0.0967741935,,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3c180,0.0303030303,0.1290322581,0.0967741935,0.03125,0.0322580645,0.1290322581,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3c180,0.0303030303,0.1290322581,0.0967741935,0.03125,0.0322580645,0.1290322581,0.0967741935,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3d880,0.0322580645,0.0294117647,0.125,0.0333333333,0.0588235294,0.125,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x3d9c0,0.0588235294,0.0357142857,0,0.0606060606,0.0606060606,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x49900,12,15.2857142857,13.1290322581,13.2058823529,13,15.2857142857,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4a740,25.3870967742,24.9032258065,16.7714285714,24.5666666667,26.4411764706,16.7714285714,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4a7c0,3.2058823529,4.125,3.4242424242,3.3636363636,3.3939393939,4.125,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4bac0,8.9411764706,8.7741935484,8.7142857143,8.84375,7.1142857143,7.1142857143,,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4c000,0.3,0.09375,0.0967741935,0.0882352941,0.0606060606,0.3,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4c140,0,0.0322580645,0.1,0.0322580645,0.0303030303,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4c140,0,0.0322580645,0.1,0.0322580645,0.0303030303,0,0.1,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4d740,1.7352941176,2,2.064516129,2.0606060606,2.064516129,1.7352941176,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4d740,1.7352941176,2,2.064516129,2.0606060606,2.064516129,1.7352941176,2,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4df00,0,0.0303030303,0.0322580645,0.0967741935,0.0322580645,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4df00,0,0.0303030303,0.0322580645,0.0967741935,0.0322580645,0,0.0967741935,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4df40,44.6060606061,52.5,52.0882352941,58.2333333333,52,44.6060606061,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4df40,44.6060606061,52.5,52.0882352941,58.2333333333,52,44.6060606061,58.2333333333,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4e140,0,0.03125,0.0333333333,0.0882352941,0.0303030303,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4e140,0,0.03125,0.0333333333,0.0882352941,0.0303030303,0,0.0882352941,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4e200,0,0.0303030303,0.03125,0,0.03125,0,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4e200,0,0.0303030303,0.03125,0,0.03125,0,0,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4e5c0,0.0625,0.0588235294,0.0967741935,0.0588235294,0.125,0.125,,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libc-2.19.so, 0x4e740,0.0606060606,0.0625,0.0625,0.03125,0.0555555556,0.03125,,,
